text,product,target,processed
"Just got my hand on the ipad 2 at #sxsw. Mixed feelings on the magnetic cover, but overall, a great improvemnt.",iPad,2,hand mixed feeling magnetic cover overall great improvemnt
Just got my iPad 2 courtesy of the pop up store in Austin!! Yay for #sxsw allowing the amount of available iPads to rise!,iPad,2,courtesy store allowing amount available ipads rise
Just got my iPad 2 white 64gb wifi blue cover. That is the only thing they sell in #SXSW apple store.  {link},iPad,2,white wifi blue cover thing sell store
Bringing my iPad in for surgery. Your prayers will be repaid in #SXSW Tweets. (@mention Apple Store w/ 4 others) {link},,1,bringing surgery prayer repaid tweet store others
@mention my iPhone crashed &amp; I had to do a fresh restore &amp; lost my fave Dali/canvas pak? Can I ever get it back? Also are you @mention #sxsw?,iPhone,0,crashed fresh restore lost fave dali canvas ever back also
Charging my iPhone and iPad. Also water and gummy bears!!! #sxsw #hhonorsrecharge (@mention Hilton Charging Station) {link},,1,charging also water gummy bear hhonorsrecharge hilton charging station
Today is my last day at the Apple pop-up for #SXSW. Vacation starts tomorrow. It's been such a great experience to be here.,Apple,2,today last vacation start tomorrow great experience
"Time for my late night iPad2 purchase! #SXSW (@mention Apple Store, SXSW w/ 75 others) {link}",iPad,2,time late night purchase store others
"bringing my macbook, ipad, and iphone to #sxsw doesn't seem really practical",,1,bringing macbook seem really practical
Just got my Mophie Juice Pack plus for my iPhone 4! Now I'm ready for #sxsw. More than double the battery life #FTW,iPhone,2,mophie juice pack plus ready double battery life ftw
Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw,Other Apple product or service,2,sound voice shot exploiting best return policy imacs brilliant
Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw:  {link},,2,sound voice shot exploiting best return policy imacs brilliant
I was on my way here for the android party but hewlitt packard has a badass thing goiing with free food and booze and music. I love #sxsw,,1,android party hewlitt packard badass thing goiing free food booze music love
"Ahhh, darn :( RT @mention @mention @mention according to @mention Google has confirmed it is not launching at #SXSW, if at all.",Other Google product or service,0,ahhh darn according confirmed launching
". @mention @mention yes, and you know I was Using a little &quot;Jazz Hands&quot; while I said that! #pushio #iPad #winning #sxsw #sxswi",,1,know using little jazz hand said pushio winning
"So between @mention @mention google places, and @mention which one do I check in to? I need a check-in aggregator! #SXSW #sxswedu",,1,place check need check aggregator sxswedu
Innovation &amp; creativity keeps @mention moving. 90+ jobs available via #SXSW Hiring Hub: {link} #SXSWMonster,,1,innovation creativity keep moving job available hiring sxswmonster
ÛÏMore than 35 million miles a day are driven while being Google Maps Navigation assisted.&quot; --Marissa Mayer #sxsw  [The GPS biz is so toast.],Other Google product or service,2,million mile driven map navigation assisted marissa mayer toast
"Up next in 5: GoogleTV to iPad Apps: The Connected TV Experience
{link} #SXSW #ConnectedTV",,1,next googletv apps connected experience connectedtv
At Houston airport to #sxsw and the number of peeps texting away is hysterical. more than one #iPhone user coveting electric outlet lol,,1,houston airport number peep texting away hysterical user coveting electric outlet
Kid at San Antonio Apple Store just told me that iPad 2 stock was down throughout Texas cause they had all been shipped to #SXSW,,1,antonio store told stock throughout texas cause shipped
There's an app for that - What you think of the goings-ons at #SXSW through an iPad - Hollergram {link},,1,think going hollergram
Mike Tyson Appears at #SXSW to Promote iPhone/iPad Game {link} #seo #sem #games #miketyson #topnews,,1,mike tyson appears promote game seo sem games miketyson topnews
"iReport on Austin Apple store, via @mention highlight from co-founder Josh Williams: {link} #sxsw",,1,ireport store highlight founder josh williams
"Arrived in Austin for #SXSW. Our hotel room is B.Y.O.A.P. (bring your own Apple products). My MBP, wife's iMac, iPad.",,1,arrived hotel room bring product wife imac
Australian business &amp; not-for-profits may be interested in these SEO insights from Google &amp; Bing at #sxsw {link} #digibiz,Google,2,australian business profit interested insight bing digibiz
"RT@mention by parabolico_bh MARAVILHA, APROVEITEM!
{link} ã_ #edchat #musedchat #sxsw #sxswi #classical",,1,parabolico maravilha aproveitem edchat musedchat classical
Mike Tyson coming to a phone near you - {link} #iPhone #SXSW #VideoGames #Tyson #art  #cartoon,,1,mike tyson coming phone near videogames tyson art cartoon
Having fun creating a dynamic Google doc with @mention from opposite sides of the #killcommunity room #sxsw,Other Google product or service,2,creating dynamic opposite side killcommunity room
RT@mention Crowley and Cashmore think iPad 2 is a minor step up. Tell that to the people standing in line at #SXSW Apple pop-up store,iPad,2,crowley cashmore think minor step tell people standing line store
"RT@mention Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",,1,worry guy found charger deal hipster beard right
. @mention double fisting at the keynote #sxsw #apple {link},,1,double fisting keynote
Despite an evening of back alley burlesque with @mention and @mention I made to a 930a panel on iPad design #sxsw #saatchiny,,1,despite evening back alley burlesque made panel design saatchiny
RT@mention First 19 Apps To Download For Your #iPad 2 {link} #SXSW #in via @mention @mention,,1,first apps download
"The lesson from Google One Pass: In this digital environment, users want to purchase across every platform with one tool. #sxsw #elonsxsw",,1,lesson pas digital environment user want purchase across every platform tool elonsxsw
"RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #twnp #socmedia",,2,launch major social network called circle possibly today twnp socmedia
"RT@mention Google will preview major new social service, Circles, at #sxsw today, says @mention {link} (ht @mention #tech",,1,preview major social service circle today say tech
My post on Google/Bing Q/A with @mention @mention @mention on website ranking #SXSW #qagb {link},,1,post bing website ranking qagb
"We lose an hour tonight. #SxSW attendees will blame Microsoft, Apple will get credit for fixing it before Christmas.",Apple,2,lose hour tonight attendee blame microsoft credit fixing christmas
"Please can I hear more people talk about the iPad 2, preferrably with more #sxsw hashtags -  I really have a deficit of this in my life!",iPad,0,please hear people talk preferrably hashtags really deficit life
"&quot;When I want to buy a new Apple device I stand in the line behind you, cause Steve doesn't FedEx me every new product :)&quot; by Kawasaki #SXSW",,1,want device stand line behind cause steve fedex every product kawasaki
"Innovation in banking is coming from mobile. The innovators are Apple, Google and Verizon #sxsw #bankinnovation",Google,2,innovation banking coming mobile innovator verizon bankinnovation
I'd pay an iPad 2 to the person who gets the most Zaarly referrals by March 12th. #zaarlyiscoming #winning #sxsw {link},,1,person get zaarly referral march zaarlyiscoming winning
#sxsw tron iPad app is very swish - behind the scenes footage &amp; directors notes that syncs to blueray playing film,iPad or iPhone App,2,tron swish behind scene footage director note syncs blueray playing film
"I think an iPad is eminent. Typing thoughtful notes on a phone not working,  mac book to big, handwriting is ridic. #sxsw day 2 conquered.",iPad,2,think eminent typing thoughtful note phone working book handwriting ridic conquered
My Verizon iPhone is kicking hairy butts at SXSW.  How's your AT&amp;T phone doing?  :-D  #SXSW,iPhone,2,verizon kicking hairy butt phone
My Verizon iPhone is kicking hairy butts at SXSW. How's your AT&amp;T phone doing? :-D #SXSW {link},iPhone,2,verizon kicking hairy butt phone
"this woman is great - fessing up to issues, admitting google could do better #sxsw",Google,0,woman great fessing issue admitting could better
Mike Tyson is signing autographs to promote an iphone boxing game. Oh how the mighty have fallen #SXSWi #SXSW #:-(,,1,mike tyson signing autograph promote boxing game mighty fallen
Lisa Cohen just announced that @mention will have an iphone app out this month. Sweet! #comCom #SXSW,iPad or iPhone App,2,lisa cohen announced month sweet comcom
Mike Tyson launched iPhone game @mention #SXSW {link} #tech #news {link},,2,mike tyson launched game tech news
Wanting in line at the unconfirmed Apple pop-up store for an iPad 2. #sxsw,iPad,2,wanting line unconfirmed store
Waiting in line for the iPad 2. They said they may have some left...crossing my fingers. #sxsw,iPad,2,waiting line said left crossing finger
RT@mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,2,love come cool technology ever heard conference
12 billion miles a year driven with Google Navigation for mobile #SXSW,,1,billion mile year driven navigation mobile
Definition of Meeping:  Google Messaging {link} #techi #sxsw,,1,definition meeping messaging techi
Ours is on order! (2 week wait) RT @mention Have decided I need an ipad. #usguys #sxsw,iPad,2,order week wait decided need usguys
. @mention party has good college party feel #SXSW,,1,party good college party feel
30 million people go to Google every month to get doctor information. #vitalscom #sxsw,,1,million people every month doctor information vitalscom
Mike Tyson punchout today....feels like 1985 just with iPhone and facial tattoo  #sxsw time machine @mention  {link},,1,mike tyson punchout today feel like facial tattoo time machine
Left brain search = google. Right brain search = X. Best session today covering semantic web and recommendations #sxsw {link},Google,2,left brain search right brain search best session today covering semantic recommendation
Never seen so many apple products in my life #sxsw,Apple,2,never seen many product life
Never seen so many heads turn at one point. Someone from #Apple asks a question to Reid Hoffman #SXSW,,2,never seen many head turn point someone asks question reid hoffman
